citation,query,title,url
101,technical indicators predict stock price,[CITATION] [C]   Improving  Technical Analysis Predictions : An Application of Genetic Programming.,
43,technical indicators predict stock price,[PDF] [PDF]   Predicting stock prices  using  technical analysis  and machine learning,https://www.academia.edu/download/50426774/fulltext01.pdf
4,technical indicators predict stock price,Can  technical indicators predict  the Chinese  equity  risk premium?,https://onlinelibrary.wiley.com/doi/abs/10.1111/irfi.12344
46,technical indicators predict stock price,The impact of data normalization on  stock market prediction : using SVM and  technical indicators,https://link.springer.com/chapter/10.1007/978-981-10-2777-2_7
63,technical indicators predict stock price,[PDF] [PDF]   Stock price prediction  using  technical indicators : a predictive model using optimal deep learning,https://www.researchgate.net/profile/Piyush-Shukla/publication/337800376_Stock_Indices_Price_Prediction_Based_on_Technical_Indicators_using_Deep_Learning_Model/links/5dea8d904585159aa46888fa/Stock-Indices-Price-Prediction-Based-on-Technical-Indicators-using-Deep-Learning-Model.pdf
60,technical indicators predict stock price,Deep learning for  stock market prediction  using event embedding and  technical indicators,https://ieeexplore.ieee.org/abstract/document/8541310/
977,technical indicators predict stock price,Predicting stock  and  stock price  index movement using trend deterministic data preparation and machine learning techniques,https://www.sciencedirect.com/science/article/pii/S0957417414004473
114,technical indicators predict stock price,Combining  technical analysis  with sentiment  analysis  for  stock price prediction,https://ieeexplore.ieee.org/abstract/document/6118898/
30,technical indicators predict stock price,The efficacy of neural networks and simple  technical indicators  in  predicting stock  markets,https://ieeexplore.ieee.org/abstract/document/4420595/
193,technical indicators predict stock price,Stock market trading  rule based on pattern recognition and  technical analysis :  Forecasting  the DJIA index with intraday data,https://www.sciencedirect.com/science/article/pii/S0957417415002110
238,technical indicators predict stock price,A systematic review of fundamental and  technical analysis  of  stock market predictions,https://link.springer.com/article/10.1007/s10462-019-09754-z
70,technical indicators predict stock price,Forecasting stock market  returns: New  technical indicators  and two-step economic constraint method,https://www.sciencedirect.com/science/article/pii/S1062940820301133
60,technical indicators predict stock price,Stock market forecasting  using deep learning and  technical analysis : a systematic review,https://ieeexplore.ieee.org/abstract/document/9220868/
188,technical indicators predict stock price,Combining news and  technical indicators  in daily  stock price  trends  prediction,https://link.springer.com/chapter/10.1007/978-3-540-72395-0_132
18,technical indicators predict stock price,A new fuzzy grach model to  forecast stock market technical analysis,https://oresta.rabek.org/index.php/oresta/article/view/225
39,technical indicators predict stock price,[PDF] [PDF]   Evaluating the employment of  technical indicators  in  predicting stock price  index variations using artificial neural networks (case study: Tehran  Stock  Exchange),https://pdfs.semanticscholar.org/fe92/f332f8a3494540293525b5f01f329b12856c.pdf
76,technical indicators predict stock price,Improving  stock  closing  price prediction  using recurrent neural network and  technical indicators,https://direct.mit.edu/neco/article-abstract/30/10/2833/8415
22,technical indicators predict stock price,An ensemble of a boosted hybrid of deep learning models and  technical analysis  for  forecasting stock prices,https://www.sciencedirect.com/science/article/pii/S0020025522001499
114,technical indicators predict stock price,[PDF] [PDF]   State-of-the-art in  stock prediction  techniques,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=8bbc6b03515a9f7de2464897f0bc10a7cd0b8347
9250,price based indicators stock prediciton,Financial ratios and the probabilistic  prediction  of bankruptcy,https://www.jstor.org/stable/2490395
2776,price based indicators stock prediciton,Are nonfinancial measures leading  indicators  of financial performance? An analysis of customer satisfaction,https://www.jstor.org/stable/2491304
1963,price based indicators stock prediciton,Integrated narrow-band vegetation indices for  prediction  of crop chlorophyll content for application to precision agriculture,https://www.sciencedirect.com/science/article/pii/S0034425702000184
2359,price based indicators stock prediciton,"Opaque financial reports, R2, and crash risk",https://www.sciencedirect.com/science/article/pii/S0304405X09000993
5422,price based indicators stock prediciton,Size and book‐to‐market factors in earnings and returns,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1995.tb05169.x
1638,price based indicators stock prediciton,"Disclosure practices, enforcement of accounting standards, and analysts'  forecast  accuracy: An international study",https://onlinelibrary.wiley.com/doi/abs/10.1111/1475-679x.00102
1242,price based indicators stock prediciton,Self-selection and analyst coverage,https://www.jstor.org/stable/2491460
1664,price based indicators stock prediciton,Modeling and  pricing  long memory in  stock  market volatility,https://www.sciencedirect.com/science/article/pii/0304407695017364
1,price based indicators stock prediciton,Stock price  analysis through Statistical and Data Science tools: An Overview,https://books.google.com/books?hl=en&lr=&id=YBgsEAAAQBAJ&oi=fnd&pg=PA6&dq=price+based+indicators+stock+prediciton&ots=wUDmgTpJwR&sig=_Z6Bqlp8JXq4DW95Twc0jZv44VQ
61,price based indicators stock prediciton,Model selection for accurate daily global solar radiation  prediction  in China,https://www.sciencedirect.com/science/article/pii/S0959652619306109
1842,price based indicators stock prediciton,Market liquidity as a sentiment  indicator,https://www.sciencedirect.com/science/article/pii/S1386418103000466
1016,price based indicators stock prediciton,Disclosure incentives and effects on  cost  of capital around the world,https://publications.aaahq.org/accounting-review/article-abstract/80/4/1125/2838
1471,price based indicators stock prediciton,Covid-induced economic uncertainty,https://www.nber.org/papers/w26983
877,price based indicators stock prediciton,Common carotid intima-media thickness measurements in cardiovascular risk  prediction : a meta-analysis,https://jamanetwork.com/journals/jama/article-abstract/1352111
1242,price based indicators stock prediciton,Consumer confidence and asset  prices : Some empirical evidence,https://academic.oup.com/rfs/article-abstract/19/4/1499/1580536
3854,price based indicators stock prediciton,Voluntary nonfinancial disclosure and the  cost  of equity capital: The initiation of corporate social responsibility reporting,https://publications.aaahq.org/accounting-review/article-abstract/86/1/59/3259
1196,price based indicators stock prediciton,[BOOK] [B]   Prediction  machines: the simple economics of artificial intelligence,https://books.google.com/books?hl=en&lr=&id=wJY4DwAAQBAJ&oi=fnd&pg=PT9&dq=price+based+indicators+stock+prediciton&ots=51jgTy20_C&sig=QNK6ba2W8AdcZe3ZzNC1B3NAUj0
908,price based indicators stock prediciton,Investor valuation of the abandonment option,https://www.sciencedirect.com/science/article/pii/0304405X9600877X
2,price based indicators stock prediciton,A  stock price prediction  model by using genetic network programming,https://ieeexplore.ieee.org/abstract/document/1491600/
2302,price based indicators stock prediciton,Modeling of end-use energy consumption in the residential sector: A review of modeling techniques,https://www.sciencedirect.com/science/article/pii/S1364032108001949
1252,price based indicators stock prediciton,"An outcome  prediction  model for patients with clear cell renal cell carcinoma treated with radical nephrectomy  based  on tumor stage, size, grade and necrosis: the …",https://www.auajournals.org/doi/abs/10.1016/S0022-5347%2805%2964153-5
3827,price based indicators stock prediciton,A comprehensive look at the empirical performance of equity premium  prediction,https://academic.oup.com/rfs/article-abstract/21/4/1455/1565737
2437,price based indicators stock prediciton,Oil  price  shocks and  stock  market activity,https://www.sciencedirect.com/science/article/pii/S0140988399000201
989,price based indicators stock prediciton,Assessing the risk of banking crises–revisited,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1513316
2692,price based indicators stock prediciton,Evidence that  stock prices  do not fully reflect the implications of current earnings for future earnings,https://www.sciencedirect.com/science/article/pii/016541019090008R
1278,price based indicators stock prediciton,Multi-period corporate default  prediction  with stochastic covariates,https://www.sciencedirect.com/science/article/pii/S0304405X06002029
2522,price based indicators stock prediciton,The noise trader approach to finance,https://www.aeaweb.org/articles?id=10.1257/jep.4.2.19
1145,price based indicators stock prediciton,"Oil  price  shocks,  stock  market, economic activity and employment in Greece",https://www.sciencedirect.com/science/article/pii/S0140988301000780
